#,key,char,hbl,cat,edb,jp,eng,cmn,urd,urd_,nep,hin,hin_,ind
46780,志願,志願,hbl__07,,edb__KS1,zi3-jyun6,aspiration,志愿,آرزو,aarzu,आकांक्षा,महत्वाकांक्षा,,aspirasi
46790,忙碌,忙碌,hbl__07,,edb__KS1,mong4-luk1,busy,忙碌,مصروف,masroof,व्यस्त,व्यस्त,,sibuk
46800,急促,急促,hbl__07,,edb__KS1,gap1-cuk1,rapid,急促,تیز,teez,छिटो,तीव्र,,cepat
46810,急速,急速,hbl__07,,edb__KS1,gap1-cuk1,speedy,急速,تیز,teez,छिटो,बहुत तेज़ ,,dengan cepat
46820,性,性,hbl__07,,edb__KS1,sing3,sex((male or Female),性,جنس,jins,लिंग,लिंग,,jenis kelamin
46821,性,性,hbl__07,,edb__KS1,sing3,"-ity((visibility,possibility,vitality,etc.))",性,ity,ity,ity,ity ,,kata benda menjadi kata sifat
46830,性別,性別,hbl__07,,edb__KS1,sing3-bit6,"sex, gender",性别,جنس,jins,लिंग,लिंग,,jenis kelamin
46840,性格,性格,hbl__07,,edb__KS1,sing3-gaak3,character,性格,کردار,kirdar,चरित्र,चरित्र,,karakter
46850,怪獸,怪獸,hbl__07,,edb__KS1,gwaai3-sau3,monster,怪兽,مونسٹر,monster,दानव,राक्षस,,Raksasa
46860,恆心,恆心,hbl__07,,edb__KS1,hang4-sam1,persistence,恒心,ثابت قدمی,sabit kadmi,लगनशीलता,दृढ़ता,,ketekunan
46870,恐嚇,恐嚇,hbl__07,,edb__KS1,hung2-haak3,threaten,恐吓,دھمکی دینا,Dhamki Dena,डराउनु,धमकाना,,Mengancam
46880,恐怖,恐怖,hbl__07,,edb__KS1,hung2-bou3,scary,恐怖,ڈراونا,darawna,डरलाग्दो,डरावना ,,mengerikan
46890,恤衫,恤衫,hbl__07,,edb__KS1,seot1-saam1,shirt,恤衫,قمیض,kameez,शर्ट,कमीज,,Kemeja
46900,恩怨,恩怨,hbl__07,,edb__KS1,jan1-jyun3,past kindness and old grudge,恩怨,پرانی دشمنی,purani dushmani,आक्रोश,नाराज़गी,,kebencian
46910,恰好,恰好,hbl__07,,edb__KS1,hap1-hou2,just right,恰好,بالکل ٹھیک,bilkul theek,ठ्याक्कै,बिल्कुल सही,,persis
46920,恰當,恰當,hbl__07,,edb__KS1,hap1-dong3,proper,恰当,مناسب,munasib,उपयुक्त,उचित,,sesuai
46930,悠閒,悠閒,hbl__07,,edb__KS1,jau4-haan4,leisurely,悠闲,آرام سے,araam se,फुर्सतमा,इत्मिनान से,,santai
46940,悦耳,悦耳,hbl__07,,edb__KS1,jyut6-ji5,mellifluous,悦耳,سریلا,surila,मीठो,मृदुमन्द,,merdu
46950,悲慘,悲慘,hbl__07,,edb__KS1,bei1-caam2,miserable,悲惨,دکھی,dukhi,दुखद,दुखद,,tragis
46960,情況,情況,hbl__07,,edb__KS1,cing4-fong3,circumstance,情况,حالات,halaat,परिस्थिति,हालात ,,situasi
46970,惡,惡,hbl__07,,edb__KS1,ok3,fierce,恶,جذباتی,jazbaati,डरलाग्दो,भयंकर,,jahat
46971,惡,惡,hbl__07,,edb__KS1,wu3,fierce,恶,جذباتی,jazbaati,भयानक,शत्रुतापूर्ण ,,jahat
46990,惦記,惦記,hbl__07,,edb__KS1,dim3-gei3,keep thinking of,惦记,سوچتے رہنا,sochtey rehna,बारेमा चिन्तित हुनुहोस्,याद करना ,,terus berpikir
47000,愉快,愉快,hbl__07,,edb__KS1,jyu4-faai3,happy,愉快,خوش,khush,खुसी,प्रसन्न,,senang
47010,愚公移山,愚公移山,hbl__07,,edb__KS1,jyu4-gung1-ji4-saan1,Will not give up,愚公移山,ہار نہیں مانیگے,haar nhi maanege,हार नमान्ने,हार न मानना ,,Tidak akan menyerah
47020,愛戴,愛戴,hbl__07,,edb__KS1,oi3-daai3,loved and supported,爱戴,محبت اور احترام,mohabbat aur ahtaram,माया,लोकप्रिय ,,dicintai
47030,慌,慌,hbl__07,,edb__KS1,fong1,panic,慌,خوف و ہراس,khauf wa haras,डराउने,घबड़ाहट,,Panik
47040,慌張,慌張,hbl__07,,edb__KS1,fong1-zoeng1,panic,慌张,خوف و ہراس,khauf wa haras,डराउने,घबड़ाहट,,panik
47050,慌忙,慌忙,hbl__07,,edb__KS1,fong1-mong4,in a great rush,慌忙,بہت جلدی میں,bohot jaldi mai,हतार गरियो,जल्दी में,,terburu-buru
47060,慚愧,慚愧,hbl__07,,edb__KS1,caam4-kwai5,ashamed of,惭愧,شرمندہ,sharminda,लज्जित,शर्मिंदा,,Malu
47070,慣,慣,hbl__07,,edb__KS1,gwaan3,used to,惯,عادت ہے,aadat hai,अभ्यस्त,आदी होना ,,dapat digunakan
47080,憂,憂,hbl__07,,edb__KS1,jau1,worry,忧,پریشانی,pareshani,चिन्ता,चिंता,,khawatir
47090,憎恨,憎恨,hbl__07,,edb__KS1,zang1-han6,to hate,憎恨,نفرت,nafrat,घृणा,घृणा करना ,,membenci
47100,憤怒,憤怒,hbl__07,,edb__KS1,fan5-nou6,furious,愤怒,غصہ,gussa,रिस,गुस्सा,,geram
47110,懶,懶,hbl__07,,edb__KS1,laan5,lazy,懒,سست,sust,अल्छी,आलसी,,malas
47120,懶惰,懶惰,hbl__07,,edb__KS1,laan5-do6,lazy,懒惰,سست,sust,अल्छी,आलसी,,malas
47130,懷,懷,hbl__07,,edb__KS1,waai4,chest,怀,سینہ,seena,छाती,छाती ,,dada
47140,懷念,懷念,hbl__07,,edb__KS1,waai4-nim6,cherish the memory of,怀念,یاد کرنا,yaad karna,सम्झना,याद करना ,,merindukan
47150,懷抱,懷抱,hbl__07,,edb__KS1,waai4-pou5,hold or carry in the arms,怀抱,گلے لگائیں,galley lagae,अंगालो,बाहों में लेना ,,merangkul
47160,懷疑,懷疑,hbl__07,,edb__KS1,waai4-ji4,to doubt,怀疑,شک کرنا,shak karna,शंका,शक करना ,,meragukan
47170,懸掛,懸掛,hbl__07,,edb__KS1,jyun4-gwaa3,to hang,悬挂,لٹکا دینا,latka dena,झुण्ड्याउनु,लटकाना ,,menggantung
47180,成績,成績,hbl__07,,edb__KS1,sing4-zik1,result((work/study)),成绩,نتیجہ,nateejah,नतिजा,परिणाम ,,Prestasi
47190,戒指,戒指,hbl__07,,edb__KS1,gaai3-zi2,ring((on finger)),戒指,انگوٹھی,angoothi,औंठी,अंगूठी,,Cincin
47200,戒毒,戒毒,hbl__07,,edb__KS1,gaai3-duk6,drug rehabilitation,戒毒,ڈرگز سے پرہیز,drugs se parheez,लागूपदार्थ सुधार ,नशा छोड़ना ,,rehabilitasi narkoba
47210,戰士,戰士,hbl__07,,edb__KS1,zin3-si6,fighter,战士,سپاہی,sipahi,योद्धा,योद्धा,,pejuang
47220,戰火,戰火,hbl__07,,edb__KS1,zin3-fo2,flames of war,战火,جنگ,jang,युद्ध,युद्ध,,Perang
47230,戰鬥,戰鬥,hbl__07,,edb__KS1,zin3-dau3,to fight,战斗,لڑائی کرنا,larai karna,झगडा,लड़ाई करना ,,berkelahi
47250,扇,扇,hbl__07,,edb__KS1,sin3,fan,扇,پنکها,pankha,प्रशंसक,पंखा,,kipas
47260,扇子,扇子,hbl__07,,edb__KS1,sin3-zi2,fan,扇子,پنکها,pankha,पंखा,पंखा,,kipas
47270,手冊,手冊,hbl__07,,edb__KS1,sau2-caak3,handbook,手册,ہینڈ بک,handbook,निर्देशिका,गाइड,,manual
47280,手勢,手勢,hbl__07,,edb__KS1,sau2-sai3,gesture,手势,اشارہ,ishara,इशारा,इशारा,,sikap
47290,手帕,手帕,hbl__07,,edb__KS1,sau2-paak3,handkerchief,手帕,رومال,rumaal,रुमाल,रूमाल,,saputangan
47310,手柄,手柄,hbl__07,,edb__KS1,sau2-beng3,handgrip,手柄,ہینڈل,handle,ह्यान्डल,हैंडल,,pegangan
47330,手藝,手藝,hbl__07,,edb__KS1,sau2-ngai6,craftsmanship,手艺,دستکاری,dastkaari,शिल्पकला,शिल्पकारिता,,kerajinan
47340,打仗,打仗,hbl__07,,edb__KS1,daa2-zoeng3,go on war,打仗,جنگ پر جانا,jang pr jana,लडाईमा जानु,युद्ध करना ,,pertarungan
47350,打印,打印,hbl__07,,edb__KS1,daa2-jan3,to print,打印,پرنٹ کرنا,print karna,छाप्नु,छापना ,,mencetak
47360,打擾,打擾,hbl__07,,edb__KS1,daa2-jiu2[daa2-jiu5],to bother,打扰,پریشان کرنا,pareshan karna,दुःख दिनु,परेशान करना ,,mengganggu
47370,打獵,打獵,hbl__07,,edb__KS1,daa2-lip6,to hunt,打猎,شکار کرنا,shikar karna,शिकार,शिकार करना ,,berburu
47380,扶,扶,hbl__07,,edb__KS1,fu4,to hold((support with hand)),扶,پکڑنا,pakarna,समात्नु,सहारा देना   ,,memegang
47390,扶手,扶手,hbl__07,,edb__KS1,fu4-sau2,"armrest, handrail",扶手,ارمریسٹ,armrest,आर्मरेस्ट,आर्मरेस्ट,,sandaran tangan
47400,把握,把握,hbl__07,,edb__KS1,baa2-ak1,to take((the chance)),把握,موقع لینا,moqa lena,अवसर लिनु,मौके का फायदा उठाना ,,menangani 
47410,投票,投票,hbl__07,,edb__KS1,tau4-piu3,to vote,投票,ووٹ,vote,भोट,वोट डालना ,,memilih
47420,投訴,投訴,hbl__07,,edb__KS1,tau4-sou3,complaint,投诉,شکایت,shikayat,गुनासो,शिकायत,,Keluhan
47430,投降,投降,hbl__07,,edb__KS1,tau4-hong4,to surrender,投降,ہتھیار ڈالنا,hathyaar dalna,आत्मसमर्पण,आत्मसमर्पण करना ,,menyerah
47440,抖,抖,hbl__07,,edb__KS1,dau2,to tremble,抖,کانپنا,kanpna,काँप्नु,कांपना ,,bergetar
47450,抵,抵,hbl__07,,edb__KS1,dai2,worth,抵,قیمت,qeemat,मूल्य ,लायक ,,bernilai
47451,抵,抵,hbl__07,,edb__KS1,dai2,resist,抵,مخالف ہونا,mukhalif hona,आगमन,प्रतिरोध करना,,menolak
47460,抵抗,抵抗,hbl__07,,edb__KS1,dai2-kong3,resist,抵抗,مخالف ہونا,mukhalif hona,प्रतिरोध,प्रतिरोध करना,,menolak
47470,抹,抹,hbl__07,,edb__KS1,mut3,wipe,抹,صاف کرنا,saaf karna,पुछ्नु,पोंछना ,,menghapus
47471,抹,抹,hbl__07,,edb__KS1,maat3,wipe,抹,صاف کرنا,saaf karna,पुछ्नु,पोंछना ,,menghapus
47490,押金,押金,hbl__07,,edb__KS1,aat3-gam1,deposit,押金,جمع,jama,जम्मा गर्नु,जमा,,menyetorkan
47500,抽,抽,hbl__07,,edb__KS1,cau1,to pump,抽,پمپ کرنا,pump karna,माथी उठाउनु,खींचना,,memompa
47501,抽,抽,hbl__07,,edb__KS1,cau1,to draw,抽,باہر نکالنا,bahar nikalna,निकाल्नु,खींचना,,mengambil
47510,抽簽,抽簽,hbl__07,,edb__KS1,cau1-cim1,to draw lots,抽签,قرعہ اندازی,kur'a andazi,धेरै निकाल्नु,पर्ची निकालना ,,mengambil undian
47520,拆,拆,hbl__07,,edb__KS1,caak3,dismantle,拆,اکھاڑنا,ukharna,बिगार्नु,पुर्जे अलग करना ,,membongkar
47530,拆除,拆除,hbl__07,,edb__KS1,caak3-ceoi4,dismantle,拆除,اکھاڑنا,ukharna,भत्काउनु,ढाहना,,membongkar
47540,拋,拋,hbl__07,,edb__KS1,paau1,to throw,抛,پھینکنا,phenkna,फाल्नु,फेंकना,,melemparkan
47550,拌,拌,hbl__07,,edb__KS1,bun6,to mix,拌,مکس,mix,मिश्रण,मिलाना ,,mencampur
47560,拍攝,拍攝,hbl__07,,edb__KS1,paak3-sip3,take photos/video,拍摄,فوٹو لینا,photo lena,छाँयांकन,फोटो लेना ,,memfoto
47570,拍檔,拍檔,hbl__07,,edb__KS1,paak3-dong3,partner,拍档,ساتھی,sathi,साझेदार,साथी,,Pasangan
47580,拐彎,拐彎,hbl__07,,edb__KS1,gwaai2-waan1,turn a corner,拐弯,مڑنا,murna,मोड्नु,मोड़ मुड़ना ,,Belok
47590,拒絕,拒絕,hbl__07,,edb__KS1,keoi5-zyut6,refuse,拒绝,انکار,inkaar,अस्वीकृत,इनकार कर देना ,,Menolak
47600,拔,拔,hbl__07,,edb__KS1,bat6,pull out((something)),拔,کھینچو,kheencho,निकाल्नु,निकालना ,,Tarik
47610,拖,拖,hbl__07,,edb__KS1,to1,drag,拖,گھسیٹیں,ghaseetein,घिसार्नु,खींचना,,menyeret
47620,拖鞋,拖鞋,hbl__07,,edb__KS1,to1-haai4,slippers,拖鞋,چپل,chappal,चप्पल,चप्पल ,,sandal
47630,拘捕,拘捕,hbl__07,,edb__KS1,keoi1-bou6,arrest,拘捕,گرفتاری,girftaar,पक्राउ,गिरफ़्तार करना,,menangkap
47640,招待,招待,hbl__07,,edb__KS1,ziu1-doi6,entertain,招待,تفریح ​​کرنا,tafreeh karna,मनोरन्जन गर्नु,मनोरंजन करना ,,menghibur
47650,拜訪,拜訪,hbl__07,,edb__KS1,baai3-fong2,pay a visit,拜访,ملنا,milna,भेट्न जानु,मिलने जाना ,,mengunjungi
47660,括弧,括弧,hbl__07,,edb__KS1,kut3-wu4,brackets,括弧,بریکٹ,bracket,कोष्ठक,कोष्ठक,,tanda kurung
47670,拳,拳,hbl__07,,edb__KS1,kyun4,fist,拳,مٹھی,muthi,मुट्ठी,मुट्ठी,,tinju
47680,拳頭,拳頭,hbl__07,,edb__KS1,kyun4-tau4,fist,拳头,مٹھی,muthi,मुट्ठी,मुट्ठी,,tinju
47690,拼,拼,hbl__07,,edb__KS1,ping3[ping1],put together,拼,جوڑنا,jorna,जादू,जोड़ना ,,mengumpulkan
47691,拼,拼,hbl__07,,edb__KS1,ping3[ping1],compete,拼,مقابلہ,muqabala,जादू,बराबरी करना,,bersaing
47700,持,持,hbl__07,,edb__KS1,ci4,to hold,持,پکڑو,pakro,समात्नुहोस्,पकड़ना ,,memegang
47710,指揮,指揮,hbl__07,,edb__KS1,zi2-fai1,command((of an action)),指挥,کمانڈ,command,आदेश,आदेश देना ,,perintah
47711,指揮,指揮,hbl__07,,edb__KS1,zi2-fai1,conductor((orchestra)),指挥,رهنما,rehnuma,सञ्चालक,संचालन करना,,dirigen
47720,按鈕,按鈕,hbl__07,,edb__KS1,on3-nau2,button,按钮,بٹن,button,टांक,बटन,,Tombol
47730,挑戰,挑戰,hbl__07,,edb__KS1,tiu1-zin3,challenge,挑战,چیلنج,challenge,चुनौती,चुनौती,,tantangan
47740,挑選,挑選,hbl__07,,edb__KS1,tiu1-syun2,choose,挑选,چننا,chunna,छान्नु,चुनना,,Memilih
47750,捐,捐,hbl__07,,edb__KS1,gyun1,donate,捐,مدد کرنا,madad karna,दान दिनुहोस्,दान करना,,menyumbangkan
47751,捐,捐,hbl__07,,edb__KS1,gyun1,crawl thru,捐,اندر جانا,andr jana,घस्रेर जानु,रेंग कर निकलना ,,merangkak
47760,捧,捧,hbl__07,,edb__KS1,bung2[pung2],hold up((an object)),捧,پکڑو,pakro,समातेर राख्नु,पकड़ना ,,Memegang
47770,捨不得,捨不得,hbl__07,,edb__KS1,se2-bat1-dak1,unwilling to part,舍不得,ناخوش,nakhush,छुट्टिन अनिच्छुक,अनिच्छुक,,Enggan
47780,捱,捱,hbl__07,,edb__KS1,ngaai4,endure,捱,برداشت,bardasht,कष्ट,भुगतना,,menderita
47790,捲,捲,hbl__07,,edb__KS1,gyun2,roll up,卷,لپیٹنا,lapeetna,भोल्यूम,इकट्ठा करना,,menggulung
47800,掃帚,掃帚,hbl__07,,edb__KS1,sou3-zaau2,broom,扫帚,جھاڑو,jhaaru,कूचो,झाड़ू,,sapu
47810,掌心,掌心,hbl__07,,edb__KS1,zoeng2-sam1,centre of the palm,掌心,هتهیلی کے بیچ,hatheli k beech,हत्केला,हथेली,,telapak tangan
47820,掌聲,掌聲,hbl__07,,edb__KS1,zoeng2-sing1,applause,掌声,تالیاں,taliyan,ताली,वाहवाही,,tepuk tangan
47830,掘,掘,hbl__07,,edb__KS1,gwat6,dig,掘,کھودنا,khoodna,खन्नुहोस्,खोदना ,,menggali
47840,掙扎,掙扎,hbl__07,,edb__KS1,zang1-zaat3,struggle,挣扎,جدوجہد,jad-o-jahad,संघर्ष,संघर्ष,,perjuangan
47850,採訪,採訪,hbl__07,,edb__KS1,coi2-fong2,interview((by a reporter)),采访,انٹرویو,interview,अन्तर्वार्ता,साक्षात्कार,,Wawancara
47860,探員,探員,hbl__07,,edb__KS1,taam3-jyun4,police agent,探员,جاسوس,jasoos,जासूस,जासूस,,Detektif
47870,探望,探望,hbl__07,,edb__KS1,taam3-mong6,to visit,探望,ملاقات کیلئے جانا,milaqat k liye jana,भ्रमण,मिलने जाना,,mengunjungi
47880,探親,探親,hbl__07,,edb__KS1,taam3-can1,visit relatives,探亲,رشتہ داروں کی طرف جانا,rishteydaari ki taraf jana,आफन्तहरू भेट्न,रिश्तेदारों को मिलना ,,mengunjungi saudara
47890,探訪,探訪,hbl__07,,edb__KS1,taam3-fong2,pay a visit,探访,ملاقات کیلئے جانا,mulaqat k liye jana,भेट्न जानु,मिलने जाना,,Mengunjungi
47900,接替,接替,hbl__07,,edb__KS1,zip3-tai3,take over((job)),接替,قبضہ کرنا,qabza karna,स्थान लिनु,भार ग्रहण करना,,mengambil alih 
47910,接獲,接獲,hbl__07,,edb__KS1,zip3-wok6,to receive,接获,موصول ہوا,mosool hoa,प्राप्त भयो,ग्रहण करना,,menerima
47920,掩,掩,hbl__07,,edb__KS1,jim2,cover,掩,ڈھانپیں,dhanpein,छोप्नु,आवरण,,Penutup
47930,提供,提供,hbl__07,,edb__KS1,tai4-gung1,provide,提供,فراهم کرنا,farahim karna,प्रदान गर्नुहोस्,प्रदान करना ,,menyediakan
47940,插秧,插秧,hbl__07,,edb__KS1,caap3-joeng1,plant rice,插秧,چاول لگائیں,chawal lagaein,रोपाई,रोपाई करना ,,menanam padi
47950,握,握,hbl__07,,edb__KS1,ak1,grasp,握,پکڑنا,pakarna,पकड,पकड़,,memahami
47960,握手,握手,hbl__07,,edb__KS1,ak1-sau2,shake hand,握手,ہاتھ ملانا,hath milana,हात मिलाउ,हाथ मिलाना,,bersalaman
47970,揮手,揮手,hbl__07,,edb__KS1,fai1-sau2,wave hand,挥手,ہاتھ لہرانا,hath lehrana,हात हल्लाउनु,हाथ हिलाना ,,melambaikan tangan
47980,揮春,揮春,hbl__07,,edb__KS1,fai1-ceon1,Fai Chun((Chinese New Year couplets)),挥春,فی چن,Fai Chun,CNY कविता,CNY कविताएँ ,,Harapan Tahun Baru China
47990,揾工,揾工,hbl__07,cat__freq,edb__NA,wan2-gung1,look for a job,找工作,نوکری تلاش کرو,nokri talash karo,जागिर खोज्नु,नौकरी ढूंढ़ना ,,mencari pekerjaan
48000,損壞,損壞,hbl__07,,edb__KS1,syun2-waai6,damage,损坏,نقصان,nuksaan,क्षति,क्षति,,kerusakan
48010,損失,損失,hbl__07,,edb__KS1,syun2-sat1,loss,损失,نقصان,nuksaan,घाटा,नुकसान,,kerugian
48020,損害,損害,hbl__07,,edb__KS1,syun2-hoi6,harm,损害,نقصان,nuksaan,क्षति,क्षति,,membahayakan
